fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Cole Smith,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,1,1,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,71.0,67.0,36.9,0.0,,99.0
Ricardo Lamas,17,11,6,0.6470588235294118,4,3,4,3,0,3,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.6363636363636364,4,4,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,68.0,71.0,43.7,0.0,,99.0
Austin Springer,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,68.0,71.0,38.8,0.0,,99.0
Hannah Cifers,7,2,5,0.2857142857142857,0,0,2,2,3,0,0.0,0.0,1.0,0.0,-1,2,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,61.0,62.0,33.6,0.0,,99.0
Daniel Cormier,15,12,3,0.8,4,4,4,1,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,4,8,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,71.0,72.0,46.9,0.0,,99.0
John Dodson,17,10,7,0.5882352941176471,6,0,4,0,0,7,0.6,0.0,0.4,0.6,3,3,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,63.0,66.0,41.4,0.0,,99.0
Frankie Saenz,10,5,5,0.5,0,0,5,3,0,2,0.0,0.0,1.0,0.0,3,3,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,66.0,66.0,45.5,0.0,,99.0
Rogerio Nogueira,13,6,7,0.46153846153846156,4,0,2,3,0,4,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,2,2,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,74.0,75.0,49.7,1.0,,99.0
Fabricio Werdum,18,12,6,0.6666666666666666,4,4,4,3,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-1,6,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,76.0,77.0,48.6,0.0,,99.0
Peter Sobotta,10,4,6,0.4,1,1,2,2,0,4,0.25,0.25,0.5,0.5,-3,2,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,72.0,75.0,39.1,1.0,,99.0
Raphael Pessoa,3,1,2,0.3333333333333333,0,0,1,1,1,0,0.0,0.0,1.0,0.0,-1,1,2.16,0.26,3.43,0.42,0.0,0.0,1.0,0.0,75.0,78.0,36.9,0.0,,99.0
Nad Narimani,4,2,2,0.5,0,0,2,1,0,1,0.0,0.0,1.0,0.0,2,2,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,68.0,70.0,38.8,0.0,,99.0
Joe Duffy,8,4,4,0.5,1,2,1,1,1,2,0.25,0.5,0.25,0.75,2,2,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,70.0,73.0,38.0,0.0,,99.0
Brett Johns,7,5,2,0.7142857142857143,0,2,3,0,0,2,0.0,0.4,0.6,0.4,3,3,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,67.0,71.0,34.0,0.0,,99.0
Davi Ramos,7,4,3,0.5714285714285714,0,3,1,0,0,3,0.0,0.75,0.25,0.75,-1,4,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,66.0,70.0,39.3,0.0,,99.0
Chris Fishgold,4,1,3,0.25,0,1,0,1,1,1,0.0,1.0,0.0,1.0,-1,1,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,68.0,68.0,33.7,0.0,,99.0
Paige VanZant,9,5,4,0.5555555555555556,2,2,1,0,3,1,0.4,0.4,0.2,0.8,3,3,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,64.0,65.0,31.9,0.0,,99.0
Danny Henry,4,2,2,0.5,0,1,1,0,2,0,0.0,0.5,0.5,0.5,2,2,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,72.0,73.0,37.6,0.0,,99.0
Roman Bogatov,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,68.0,73.0,35.2,0.0,,99.0
Lyman Good,6,3,3,0.5,3,0,0,0,1,2,1.0,0.0,0.0,1.0,1,1,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0,72.0,74.0,40.7,0.0,,99.0
Brianna Fortino,2,1,1,0.5,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1,1,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0,60.0,62.0,32.5,1.0,,99.0
Oskar Piechota,6,2,4,0.3333333333333333,1,0,1,2,2,0,0.5,0.0,0.5,0.5,2,2,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,72.0,76.0,36.1,1.0,,99.0
Max Rohskopf,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,73.0,71.0,31.4,0.0,,99.0
Mark De La Rosa,7,2,5,0.2857142857142857,0,1,1,1,1,3,0.0,0.5,0.5,0.5,-1,2,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,66.0,65.0,31.5,0.0,,99.0
Anthony Rocco Martin,15,9,6,0.6,1,3,5,0,2,4,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444444,-2,4,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,72.0,73.0,36.2,0.0,,99.0
Charles Byrd,4,1,3,0.25,0,1,0,3,0,0,0.0,1.0,0.0,1.0,1,1,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,70.0,73.0,42.4,0.0,,99.0
Jussier Formiga,16,9,7,0.5625,0,3,6,4,0,3,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,-1,4,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,65.0,67.0,40.8,0.0,,99.0
Evan Dunham,21,11,10,0.5238095238095238,2,1,8,4,2,4,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.2727272727272727,4,4,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,70.0,70.0,44.2,1.0,,99.0
Klidson Abreu,4,1,3,0.25,0,0,1,0,0,2,0.0,0.0,1.0,0.0,-1,1,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,72.0,74.0,33.1,0.0,,99.0
Ray Borg,12,7,5,0.5833333333333334,0,2,5,0,1,4,0.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,-1,3,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,64.0,63.0,32.5,0.0,,99.0
Aleksei Kunchenko,4,2,2,0.5,0,0,2,0,0,2,0.0,0.0,1.0,0.0,2,2,3.67,0.44,2.83,0.63,0.25,0.33,0.8,0.0,68.0,70.0,41.8,0.0,,99.0
Enrique Barzola,10,6,4,0.6,0,0,6,0,0,4,0.0,0.0,1.0,0.0,1,4,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,67.0,70.0,36.8,0.0,,99.0
Yoel Romero,13,9,4,0.6923076923076923,7,0,2,0,0,4,0.7777777777777778,0.0,0.2222222222222222,0.7777777777777778,8,8,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,72.0,73.0,48.8,1.0,,99.0
Saparbeg Safarov,4,1,3,0.25,0,0,1,1,2,0,0.0,0.0,1.0,0.0,-2,1,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,73.0,78.0,39.3,0.0,,99.0
Gabriel Silva,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,66.0,71.0,31.5,0.0,,99.0
Ben Sosoli,2,0,2,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-2,0,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,72.0,72.0,36.2,1.0,,99.0
Magomed Mustafaev,5,3,2,0.6,3,0,0,0,1,1,1.0,0.0,0.0,1.0,2,2,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,68.0,71.0,37.5,0.0,,99.0
Emil Meek,4,1,3,0.25,0,0,1,0,0,3,0.0,0.0,1.0,0.0,1,1,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,71.0,74.0,37.5,2.0,,99.0
Callan Potter,3,1,2,0.3333333333333333,0,0,1,2,0,0,0.0,0.0,1.0,0.0,-1,1,3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0,72.0,72.0,41.7,0.0,,99.0
Corey Anderson,15,10,5,0.6666666666666666,3,0,7,4,0,1,0.3,0.0,0.7,0.3,2,4,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,75.0,79.0,36.4,0.0,,99.0
Juan Adams,4,1,3,0.25,1,0,0,2,0,1,1.0,0.0,0.0,1.0,1,1,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,77.0,80.0,34.1,0.0,,99.0
Darko Stosic,4,1,3,0.25,1,0,0,0,0,3,1.0,0.0,0.0,1.0,1,1,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,72.0,76.0,34.0,0.0,,99.0
Pingyuan Liu,4,2,2,0.5,0,0,2,1,0,1,0.0,0.0,1.0,0.0,2,2,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,66.0,72.0,33.0,0.0,,99.0
Suman Mokhtarian,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,68.0,72.0,33.7,0.0,,99.0
Dong Hyun Ma,8,3,5,0.375,1,0,2,4,0,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-2,3,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,71.0,70.0,37.4,0.0,,99.0
Urijah Faber,18,11,7,0.6111111111111112,1,6,4,2,0,5,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.6363636363636364,1,4,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,66.0,67.0,46.8,0.0,,99.0
Ben Saunders,19,9,10,0.47368421052631576,3,3,3,7,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,3,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,74.0,77.0,42.8,0.0,,99.0
Daniel Teymur,5,1,4,0.2,0,0,1,1,2,1,0.0,0.0,1.0,0.0,-3,1,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,65.0,69.0,38.0,0.0,,99.0
Thiago Alves,27,15,12,0.5555555555555556,8,1,6,3,3,6,0.5333333333333333,0.06666666666666667,0.4,0.6,-1,7,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,69.0,70.0,42.4,0.0,,99.0
Trevor Smith,12,5,7,0.4166666666666667,0,0,5,3,0,4,0.0,0.0,1.0,0.0,-1,2,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,75.0,75.0,45.1,0.0,,99.0
Sergio Moraes,14,9,5,0.6428571428571429,1,3,5,3,0,2,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444444,-1,7,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,72.0,72.0,43.6,0.0,,99.0
Renan Barao,17,9,8,0.5294117647058824,2,3,4,3,0,5,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,7,7,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,66.0,70.0,39.0,0.0,,99.0
Isabela de Padua,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.0,0.35,2.07,0.5,2.0,0.66,0.0,1.0,63.0,64.0,34.5,0.0,,99.0
Zabit Magomedsharipov,6,6,0,1.0,0,3,3,0,0,0,0.0,0.5,0.5,0.5,6,6,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,73.0,73.0,35.0,0.0,,99.0
Rustam Khabilov,13,10,3,0.7692307692307693,2,0,8,0,1,2,0.2,0.0,0.8,0.2,3,6,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,68.0,73.0,39.3,0.0,,99.0
Grigory Popov,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0,67.0,68.0,41.8,2.0,,99.0
Chance Rencountre,4,2,2,0.5,0,1,1,1,0,1,0.0,0.5,0.5,0.5,-1,2,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,74.0,75.0,39.1,1.0,,99.0
Ben Askren,3,1,2,0.3333333333333333,0,1,0,1,1,0,0.0,1.0,0.0,1.0,1,1,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,71.0,73.0,41.6,0.0,,99.0
Stevie Ray,11,7,4,0.6363636363636364,2,0,5,2,0,2,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,3,3,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,70.0,70.0,35.9,1.0,,99.0
Alex White,10,4,6,0.4,2,0,2,1,1,4,0.5,0.0,0.5,0.5,1,1,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,72.0,71.0,37.3,1.0,,99.0
Aleksandra Albu,4,2,2,0.5,0,1,1,0,1,1,0.0,0.5,0.5,0.5,2,2,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,62.0,63.0,35.6,0.0,,99.0
Joe Lauzon,27,15,12,0.5555555555555556,6,7,2,5,1,6,0.4,0.4666666666666667,0.13333333333333333,0.8666666666666667,3,3,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,70.0,71.0,41.7,0.0,,99.0
Manny Bermudez,5,3,2,0.6,0,3,0,0,1,1,0.0,1.0,0.0,1.0,3,3,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,70.0,71.0,31.6,0.0,,99.0
Kyle Bochniak,7,2,5,0.2857142857142857,0,0,2,0,0,5,0.0,0.0,1.0,0.0,-1,1,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,67.0,70.0,39.0,0.0,,99.0
Boston Salmon,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,69.0,69.0,35.2,1.0,,99.0
Daniel Spitz,4,1,3,0.25,1,0,0,1,0,2,1.0,0.0,0.0,1.0,-1,1,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,79.0,82.0,35.5,0.0,,99.0
James Vick,14,9,5,0.6428571428571429,2,3,4,4,0,1,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,5,5,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,75.0,76.0,39.0,0.0,,99.0
Thomas Gifford,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,73.0,75.0,33.6,0.0,,99.0
Hector Aldana,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,71.0,72.0,37.5,0.0,,99.0
Lauren Mueller,4,1,3,0.25,0,0,1,0,1,2,0.0,0.0,1.0,0.0,1,1,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,65.0,67.0,34.3,0.0,,99.0
Luke Jumeau,4,2,2,0.5,0,0,2,0,0,2,0.0,0.0,1.0,0.0,1,1,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,71.0,72.0,38.0,0.0,,99.0
Rostem Akman,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,70.0,72.0,34.2,2.0,,99.0
Nadia Kassem,3,1,2,0.3333333333333333,0,0,1,1,1,0,0.0,0.0,1.0,0.0,1,1,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,65.0,66.0,30.3,1.0,,99.0
Danilo Belluardo,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0,72.0,74.0,31.6,1.0,,99.0
Siyar Bahadurzada,8,4,4,0.5,3,1,0,0,0,4,0.75,0.25,0.0,1.0,1,3,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,71.0,73.0,41.8,0.0,,99.0
Nohelin Hernandez,2,0,2,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-2,0,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,70.0,71.0,32.0,0.0,,99.0
Martin Bravo,4,1,3,0.25,1,0,0,2,0,1,1.0,0.0,0.0,1.0,1,1,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,68.0,71.0,32.4,1.0,,99.0
Carlos Huachin,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,64.0,67.0,29.7,1.0,,99.0
Marco Polo Reyes,8,4,4,0.5,3,0,1,4,0,0,0.75,0.0,0.25,0.75,3,3,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0,71.0,71.0,41.3,0.0,,99.0
Sergio Pettis,14,9,5,0.6428571428571429,0,0,9,1,1,3,0.0,0.0,1.0,0.0,1,4,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,66.0,69.0,32.5,0.0,,99.0
Marcos Mariano,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,73.0,76.0,39.3,2.0,,99.0
Todd Duffee,6,4,2,0.6666666666666666,3,0,0,2,0,0,0.75,0.0,0.0,0.75,1,2,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,75.0,78.0,40.2,0.0,,99.0
Ryan MacDonald,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,71.0,71.0,32.9,2.0,,99.0
Mairbek Taisumov,9,7,2,0.7777777777777778,5,0,2,0,0,2,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,1,6,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,69.0,73.0,37.5,0.0,,99.0
Teemu Packalen,4,1,3,0.25,0,1,0,2,0,1,0.0,1.0,0.0,1.0,-1,1,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,73.0,75.0,38.7,0.0,,99.0
Nordine Taleb,12,7,5,0.5833333333333334,2,0,5,2,2,1,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,3,3,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,73.0,74.0,44.7,0.0,,99.0
Don Madge,2,2,0,1.0,1,0,1,0,0,0,0.5,0.0,0.5,0.5,2,2,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,72.0,72.0,35.3,1.0,,99.0
Derrick Krantz,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8,70.0,72.0,38.1,0.0,,99.0
Andre Soukhamthath,7,2,5,0.2857142857142857,1,0,1,0,0,5,0.5,0.0,0.5,0.5,-2,1,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,69.0,70.0,37.3,0.0,,99.0
Jodie Esquibel,4,0,4,0.0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-4,0,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,61.0,64.0,39.8,0.0,,99.0
Liz Carmouche,10,5,5,0.5,1,0,4,0,1,4,0.2,0.0,0.8,0.2,-1,2,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,66.0,66.0,42.0,0.0,,99.0
Humberto Bandenay,4,1,3,0.25,1,0,0,1,0,2,1.0,0.0,0.0,1.0,1,1,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,71.0,71.0,31.5,1.0,,99.0
Bobby Moffett,3,0,3,0.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,-3,0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,70.0,73.0,35.7,0.0,,99.0
Salim Touahri,3,0,3,0.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-3,0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,70.0,72.0,36.4,0.0,,99.0
Cristiane Justino,7,6,1,0.8571428571428571,4,0,2,1,0,0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,5,5,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,68.0,68.0,40.6,0.0,,99.0
Olivier Aubin-Mercier,12,7,5,0.5833333333333334,1,4,2,0,0,5,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,-1,4,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,69.0,70.0,37.0,1.0,,99.0
Yoshinori Horie,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0,68.0,70.0,30.8,0.0,,99.0
Sarah Frota,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,66.0,69.0,38.8,1.0,,99.0
Kyle Stewart,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,72.0,76.0,37.0,0.0,,99.0
Erik Koch,10,5,5,0.5,2,1,2,2,0,3,0.4,0.2,0.4,0.6,2,2,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,70.0,71.0,37.4,1.0,,99.0
Jin Soo Son,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,66.0,69.0,32.9,0.0,,99.0
Cezar Ferreira,15,9,6,0.6,0,3,6,3,0,3,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,73.0,78.0,41.0,1.0,,99.0
Sheymon Moraes,5,2,3,0.4,0,0,2,1,1,1,0.0,0.0,1.0,0.0,-1,2,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,68.0,72.0,35.4,0.0,,99.0
Nicco Montano,2,1,1,0.5,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1,1,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,65.0,65.0,37.2,1.0,,99.0
Gilbert Melendez,7,1,6,0.14285714285714285,0,0,1,0,1,5,0.0,0.0,1.0,0.0,-1,1,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,69.0,73.0,43.8,0.0,,99.0
Dan Moret,3,0,3,0.0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-3,0,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,72.0,73.0,39.2,1.0,,99.0
Junior Albini,5,1,4,0.2,1,0,0,2,1,1,1.0,0.0,0.0,1.0,1,1,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,75.0,74.0,34.9,0.0,,99.0
Syuri Kondo,4,1,3,0.25,0,0,1,1,0,2,0.0,0.0,1.0,0.0,1,1,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,64.0,66.0,37.0,0.0,,99.0
Allen Crowder,3,1,2,0.3333333333333333,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-1,1,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,75.0,76.0,36.3,0.0,,99.0
Eric Spicely,7,2,5,0.2857142857142857,0,2,0,2,2,1,0.0,1.0,0.0,1.0,-1,2,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,73.0,73.0,39.4,0.0,,99.0
Jimi Manuwa,12,6,6,0.5,5,0,1,5,0,1,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,3,3,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,73.0,79.0,46.0,0.0,,99.0
Sung Bin Jo,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,72.0,72.0,33.6,0.0,,99.0
Tonya Evinger,3,0,3,0.0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,-3,0,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,67.0,70.0,44.7,0.0,,99.0
Nick Hein,8,4,4,0.5,0,0,4,1,1,2,0.0,0.0,1.0,0.0,1,3,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,66.0,66.0,41.8,1.0,,99.0
Duda Santana,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,67.0,73.0,30.1,0.0,,99.0
Desmond Green,7,4,3,0.5714285714285714,1,0,3,0,0,3,0.25,0.0,0.75,0.25,1,2,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,70.0,73.0,36.4,1.0,,99.0
Patrick Cummins,13,6,7,0.46153846153846156,2,0,4,5,1,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-1,3,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,74.0,76.0,45.3,0.0,,99.0
BJ Penn,27,14,13,0.5185185185185185,7,4,3,4,1,8,0.5,0.2857142857142857,0.21428571428571427,0.7857142857142857,3,4,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,69.0,70.0,47.2,0.0,,99.0
Talita Bernardo,4,1,3,0.25,0,0,1,2,0,1,0.0,0.0,1.0,0.0,-2,1,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,64.0,68.0,39.0,0.0,,99.0
Elias Theodorou,11,8,3,0.7272727272727273,2,0,6,0,0,3,0.25,0.0,0.75,0.25,3,3,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,73.0,75.0,37.7,0.0,,99.0
Arjan Bhullar,4,3,1,0.75,0,0,3,0,1,0,0.0,0.0,1.0,0.0,1,2,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,73.0,75.0,39.8,0.0,,99.0
Mitch Gagnon,8,4,4,0.5,0,3,1,0,2,2,0.0,0.75,0.25,0.75,-1,4,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,65.0,65.0,41.4,1.0,,99.0
Dmitrii Smoliakov,3,0,3,0.0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,-3,0,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,74.0,74.0,43.5,2.0,,99.0
John Lineker,16,12,4,0.75,6,1,5,0,1,3,0.5,0.08333333333333333,0.4166666666666667,0.5833333333333334,-1,6,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,63.0,67.0,35.7,0.0,,99.0
Jason Gonzalez,4,1,3,0.25,0,1,0,1,2,0,0.0,1.0,0.0,1.0,-1,1,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,74.0,74.0,36.0,1.0,,99.0
Marcelo Golm,4,1,3,0.25,0,1,0,1,0,2,0.0,1.0,0.0,1.0,1,1,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,75.0,75.0,33.4,0.0,,99.0
