fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Jordan Williams,3,0,3,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,-3,0,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0.0,73.0,75.0,35.3,1.0,,99.0
Gian Villante,18,7,11,0.3888888888888889,4,0,3,4,1,6,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,-1,2,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,75.0,76.0,40.5,0.0,,99.0
John Allan,3,0,3,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-3,0,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,73.0,75.0,33.0,0.0,,99.0
Shamil Gamzatov,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,74.0,76.0,35.5,0.0,,99.0
Hu Yaozong,3,0,3,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,-3,0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,75.0,72.0,30.9,0.0,,99.0
Laureano Staropoli,6,2,4,0.3333333333333333,0,0,2,0,0,4,0.0,0.0,1.0,0.0,2,2,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,73.0,71.0,33.0,0.0,,99.0
Khama Worthy,5,2,3,0.4,1,1,0,3,0,0,0.5,0.5,0.0,1.0,2,2,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,71.0,74.0,39.3,0.0,,99.0
Livinha Souza,6,3,3,0.5,0,1,2,1,0,2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,2,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,63.0,63.0,34.9,0.0,,99.0
Randa Markos,18,8,10,0.4444444444444444,0,1,7,0,2,7,0.0,0.125,0.875,0.125,-1,2,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,64.0,63.0,40.5,0.0,,99.0
Zviad Lazishvili,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,66.0,69.0,34.3,0.0,,99.0
Carlos Felipe,5,3,2,0.6,0,0,3,0,0,2,0.0,0.0,1.0,0.0,-1,3,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,72.0,75.0,31.1,0.0,,99.0
Andrew Sanchez,10,5,5,0.5,1,0,4,4,0,1,0.2,0.0,0.8,0.2,2,2,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,73.0,74.0,37.9,0.0,,99.0
Bethe Correia,12,6,6,0.5,1,0,5,2,1,3,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,3,3,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,65.0,64.0,42.7,0.0,,99.0
Gaetano Pirrello,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0,67.0,65.0,33.8,0.0,,99.0
Johnny Eduardo,8,3,5,0.375,2,0,1,1,3,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,-1,2,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,67.0,71.0,47.5,0.0,,99.0
Nick Diaz,15,7,8,0.4666666666666667,4,2,1,1,0,6,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,2,3,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,73.0,76.0,42.5,1.0,,99.0
Martin Sano,1,0,1,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-1,0,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,71.0,75.0,34.7,0.0,,99.0
Antonio Arroyo,3,0,3,0.0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-3,0,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,75.0,73.0,36.6,0.0,,99.0
Mike Rodriguez,8,3,5,0.375,2,0,0,1,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666,-1,2,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,76.0,82.0,37.2,1.0,,99.0
Sarah Alpar,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,64.0,63.0,34.7,1.0,,99.0
Impa Kasanganay,4,2,2,0.5,0,1,1,2,0,0,0.0,0.5,0.5,0.5,1,1,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,71.0,75.0,32.1,0.0,,99.0
Gustavo Lopez,4,2,2,0.5,0,1,1,1,0,1,0.0,0.5,0.5,0.5,-1,1,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7,65.0,67.0,36.6,0.0,,99.0
Emily Whitmire,6,2,4,0.3333333333333333,0,1,1,0,4,0,0.0,0.5,0.5,0.5,-1,2,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5,65.0,63.0,34.7,0.0,,99.0
David Zawada,5,1,4,0.2,0,1,0,1,0,3,0.0,1.0,0.0,1.0,-2,1,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7,72.0,75.0,35.5,0.0,,99.0
Luigi Vendramini,4,1,3,0.25,1,0,0,2,0,1,1.0,0.0,0.0,1.0,-1,1,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,68.0,73.0,30.1,0.0,,99.0
Darren Stewart,14,5,9,0.35714285714285715,2,1,2,1,2,4,0.4,0.2,0.4,0.6,-4,3,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,72.0,74.0,35.1,0.0,,99.0
Domingo Pilarte,3,1,2,0.3333333333333333,1,0,0,0,0,2,1.0,0.0,0.0,1.0,-1,1,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8,72.0,73.0,36.1,1.0,,99.0
Bea Malecki,3,2,1,0.6666666666666666,0,1,1,1,0,0,0.0,0.5,0.5,0.5,2,2,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,69.0,74.0,34.5,0.0,,99.0
Sasha Palatnikov,3,1,2,0.3333333333333333,1,0,0,0,2,0,1.0,0.0,0.0,1.0,1,1,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,73.0,72.0,36.9,2.0,,99.0
Casey Kenney,8,5,3,0.625,0,1,4,0,0,3,0.0,0.2,0.8,0.2,2,3,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,67.0,68.0,34.9,1.0,,99.0
Drako Rodriguez,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,68.0,69.0,29.7,0.0,,99.0
Anderson Dos Santos,4,1,3,0.25,0,1,0,1,0,2,0.0,1.0,0.0,1.0,-2,1,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,65.0,70.0,40.6,0.0,,99.0
Jamey Simmons,2,0,2,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,-2,0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0,66.0,70.0,33.4,0.0,,99.0
Kai Kamaka,4,1,3,0.25,0,0,1,1,0,2,0.0,0.0,1.0,0.0,1,1,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3,67.0,69.0,31.1,0.0,,99.0
Ryan Benoit,9,3,6,0.3333333333333333,2,0,1,0,2,4,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,-1,1,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,65.0,68.0,36.5,0.0,,99.0
Ian Heinisch,7,3,4,0.42857142857142855,1,0,2,1,0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2,2,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,71.0,72.0,37.5,0.0,,99.0
Marion Reneau,13,5,8,0.38461538461538464,2,2,1,1,0,7,0.4,0.4,0.2,0.8,2,2,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,66.0,68.0,48.7,0.0,,99.0
Conor McGregor,14,10,4,0.7142857142857143,8,0,2,2,2,0,0.8,0.0,0.2,0.8,7,7,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,69.0,74.0,37.6,1.0,,99.0
Carlos Condit,19,9,10,0.47368421052631576,5,0,4,1,3,6,0.5555555555555556,0.0,0.4444444444444444,0.5555555555555556,-1,5,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,74.0,75.0,41.8,0.0,,99.0
Omari Akhmedov,15,9,6,0.6,2,1,6,2,1,3,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,1,3,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,72.0,73.0,38.3,0.0,,99.0
Jerome Rivera,4,0,4,0.0,0,0,0,2,1,1,0.0,0.0,0.0,0.0,-4,0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,70.0,72.0,30.8,1.0,,99.0
Michel Prazeres,14,10,4,0.7142857142857143,0,3,7,0,1,3,0.0,0.3,0.7,0.3,-1,8,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,66.0,67.0,44.6,0.0,,99.0
Justin Jaynes,5,1,4,0.2,1,0,0,2,1,1,1.0,0.0,0.0,1.0,1,1,3.34,0.44,5.33,0.62,0.75,0.4,0.2,1.1,67.0,68.0,36.5,0.0,,99.0
Yancy Medeiros,15,6,9,0.4,2,3,1,4,1,3,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,-3,3,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,70.0,75.0,38.4,0.0,,99.0
Dhiego Lima,11,4,7,0.36363636363636365,1,0,3,4,1,2,0.25,0.0,0.75,0.25,-1,3,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,74.0,75.0,37.0,0.0,,99.0
Roque Martinez,3,0,3,0.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,-3,0,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4,70.0,72.0,40.0,0.0,,99.0
Lara Procopio,3,1,2,0.3333333333333333,0,0,1,0,1,1,0.0,0.0,1.0,0.0,-1,1,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,64.0,67.0,30.3,0.0,,99.0
Demian Maia,33,22,11,0.6666666666666666,1,11,10,2,0,9,0.045454545454545456,0.5,0.45454545454545453,0.5454545454545454,5,7,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,73.0,72.0,48.3,1.0,,99.0
Walt Harris,16,6,10,0.375,6,0,0,5,1,2,1.0,0.0,0.0,1.0,-3,2,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,77.0,77.0,42.7,1.0,,99.0
Victor Rodriguez,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0,65.0,67.0,33.4,2.0,,99.0
Jacare Souza,16,9,7,0.5625,4,4,1,2,1,4,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.8888888888888888,5,5,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,73.0,72.0,46.2,0.0,,99.0
Kevin Aguilar,6,2,4,0.3333333333333333,0,0,2,1,0,3,0.0,0.0,1.0,0.0,2,2,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,67.0,73.0,37.4,0.0,,99.0
Maurice Greene,8,4,4,0.5,1,2,1,2,1,1,0.25,0.5,0.25,0.75,3,3,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,79.0,80.0,39.6,0.0,,99.0
Gregor Gillespie,8,7,1,0.875,4,2,1,1,0,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,6,6,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,67.0,71.0,39.3,0.0,,99.0
Christian Aguilera,3,1,2,0.3333333333333333,1,0,0,0,2,0,1.0,0.0,0.0,1.0,1,1,2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0,69.0,72.0,34.2,2.0,,99.0
KB Bhullar,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0,76.0,78.0,34.3,2.0,,99.0
Luke Sanders,8,3,5,0.375,1,1,1,1,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,66.0,67.0,40.2,1.0,,99.0
Stefan Sekulic,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,72.0,75.0,34.0,1.0,,99.0
Justine Kish,7,3,4,0.42857142857142855,0,0,3,0,1,3,0.0,0.0,1.0,0.0,2,2,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,65.0,64.0,37.8,0.0,,99.0
Luis Pena,8,5,3,0.625,1,1,3,0,1,2,0.2,0.2,0.6,0.4,1,2,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,75.0,75.0,32.6,1.0,,99.0
Juan Espino,3,2,1,0.6666666666666666,0,2,0,0,0,1,0.0,1.0,0.0,1.0,2,2,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4,75.0,80.0,45.4,0.0,,99.0
Bartosz Fabinski,6,3,3,0.5,0,0,3,0,3,0,0.0,0.0,1.0,0.0,3,3,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,72.0,75.0,39.8,0.0,,99.0
Anthony Birchak,6,2,4,0.3333333333333333,1,0,1,2,2,0,0.5,0.0,0.5,0.5,-1,1,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,68.0,69.0,39.8,0.0,,99.0
Mike Perry,15,7,8,0.4666666666666667,4,0,3,1,1,6,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,2,2,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,70.0,71.0,34.4,0.0,,99.0
Jarjis Danho,3,2,1,0.6666666666666666,1,0,1,0,0,1,0.5,0.0,0.5,0.5,-1,2,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0,75.0,74.0,42.3,0.0,,99.0
Yorgan De Castro,4,1,3,0.25,1,0,0,1,0,2,1.0,0.0,0.0,1.0,1,1,2.46,0.43,3.85,0.53,0.0,0.0,0.77,0.0,72.0,74.0,39.2,0.0,,99.0
Hunter Azure,4,2,2,0.5,0,0,2,1,0,1,0.0,0.0,1.0,0.0,1,1,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,68.0,69.0,34.0,0.0,,99.0
Jordan Griffin,5,1,4,0.2,0,1,0,0,0,4,0.0,1.0,0.0,1.0,-2,1,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9,70.0,73.0,36.0,1.0,,99.0
Tyron Woodley,16,10,6,0.625,5,1,4,1,1,4,0.5,0.1,0.4,0.6,1,7,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4,69.0,74.0,43.9,0.0,,99.0
Thomas Almeida,10,5,5,0.5,4,0,1,3,0,2,0.8,0.0,0.2,0.8,4,4,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,67.0,70.0,34.5,1.0,,99.0
Ray Rodriguez,2,0,2,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-2,0,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0,67.0,70.0,38.2,0.0,,99.0
Megan Anderson,6,3,3,0.5,2,1,0,0,2,1,0.6666666666666666,0.3333333333333333,0.0,1.0,-1,2,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,72.0,72.0,36.0,0.0,,99.0
Joseph Benavidez,21,15,6,0.7142857142857143,5,1,9,2,1,3,0.3333333333333333,0.06666666666666667,0.6,0.4,3,6,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,64.0,65.0,41.5,1.0,,99.0
Jordan Espinosa,6,2,4,0.3333333333333333,0,0,2,0,2,2,0.0,0.0,1.0,0.0,1,1,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,66.0,69.0,36.3,0.0,,99.0
Aalon Cruz,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0,72.0,78.0,36.4,2.0,,99.0
Jimmie Rivera,11,7,4,0.6363636363636364,1,0,6,1,0,3,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,5,5,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,64.0,68.0,36.6,0.0,,99.0
Vince Cachero,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5,66.0,68.0,36.3,0.0,,99.0
Shana Dobson,6,2,4,0.3333333333333333,2,0,0,2,0,2,1.0,0.0,0.0,1.0,1,1,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,66.0,69.0,36.9,0.0,,99.0
Alistair Overeem,20,12,8,0.6,9,0,3,8,0,0,0.75,0.0,0.25,0.75,1,4,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,76.0,80.0,45.8,0.0,,99.0
Martin Day,4,0,4,0.0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,-4,0,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,70.0,73.0,37.3,0.0,,99.0
Antonio Carlos Junior,13,8,5,0.6153846153846154,0,5,2,1,0,4,0.0,0.625,0.25,0.625,1,5,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,74.0,79.0,35.9,0.0,,99.0
Nik Lentz,25,15,10,0.6,3,2,9,2,1,7,0.2,0.13333333333333333,0.6,0.3333333333333333,1,5,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,68.0,68.0,41.5,0.0,,99.0
Vinicius Moreira,4,0,4,0.0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,-4,0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,76.0,76.0,37.0,0.0,,99.0
Tom Breese,8,5,3,0.625,4,0,1,1,1,1,0.8,0.0,0.2,0.8,3,3,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,75.0,73.0,34.4,1.0,,99.0
Markus Perez,7,2,5,0.2857142857142857,0,2,0,1,0,4,0.0,1.0,0.0,1.0,-1,1,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,73.0,73.0,37.7,0.0,,99.0
Sarah Moras,9,3,6,0.3333333333333333,1,1,1,1,0,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,67.0,67.0,37.8,0.0,,99.0
Vanessa Melo,4,1,3,0.25,0,0,1,0,0,3,0.0,0.0,1.0,0.0,-3,1,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,65.0,65.0,37.9,0.0,,99.0
Jacob Kilburn,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,69.0,72.0,30.6,0.0,,99.0
Anthony Pettis,20,11,9,0.55,3,4,4,3,1,5,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,-1,5,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,70.0,72.0,39.1,0.0,,99.0
Carlton Minus,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,70.0,75.0,32.8,0.0,,99.0
Junior Dos Santos,23,15,8,0.6521739130434783,10,0,5,7,0,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,9,9,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,76.0,77.0,42.0,0.0,,99.0
Peter Barrett,2,0,2,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2,0,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,70.0,73.0,39.5,1.0,,99.0
Matt Wiman,18,10,8,0.5555555555555556,2,3,5,4,0,4,0.2,0.3,0.5,0.5,-1,4,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,70.0,68.0,42.4,0.0,,99.0
Jose Quinonez,9,5,4,0.5555555555555556,0,1,4,2,1,1,0.0,0.2,0.8,0.2,-1,4,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,68.0,69.0,35.6,1.0,,99.0
Spike Carlyle,3,1,2,0.3333333333333333,1,0,0,0,0,2,1.0,0.0,0.0,1.0,1,1,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,68.0,71.0,32.8,2.0,,99.0
Rachael Ostovich,4,1,3,0.25,0,1,0,1,2,0,0.0,1.0,0.0,1.0,1,1,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,63.0,62.0,35.0,0.0,,99.0
Alan Jouban,13,8,5,0.6153846153846154,4,0,4,2,1,2,0.5,0.0,0.5,0.5,1,3,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,72.0,73.0,44.2,1.0,,99.0
Paul Felder,15,9,6,0.6,4,1,4,1,0,5,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.5555555555555556,2,3,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,71.0,70.0,41.8,0.0,,99.0
Geraldo de Freitas,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,1,1,3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0,67.0,72.0,34.4,0.0,,99.0
Claudia Gadelha,12,7,5,0.5833333333333334,0,1,6,0,0,5,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,1,2,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,64.0,63.0,37.2,0.0,,99.0
Bevon Lewis,4,1,3,0.25,0,0,1,2,0,1,0.0,0.0,1.0,0.0,-2,1,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,75.0,79.0,34.8,0.0,,99.0
Eduardo Garagorri,3,1,2,0.3333333333333333,0,0,1,0,2,0,0.0,0.0,1.0,0.0,1,1,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0,69.0,70.0,36.7,0.0,,99.0
Anderson Silva,25,18,7,0.72,11,3,3,4,0,3,0.6111111111111112,0.16666666666666666,0.16666666666666666,0.7777777777777778,16,16,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,74.0,77.0,50.8,1.0,,99.0
Jack Marshman,8,3,5,0.375,1,0,2,1,2,2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1,1,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,72.0,73.0,36.2,0.0,,99.0
Cole Williams,2,0,2,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,-2,0,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0,72.0,73.0,42.2,0.0,,99.0
Justin Ledet,7,3,4,0.42857142857142855,0,1,2,2,0,2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,3,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,76.0,80.0,37.4,0.0,,99.0
Khabib Nurmagomedov,13,13,0,1.0,2,5,6,0,0,0,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.5384615384615384,13,13,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,70.0,70.0,37.4,0.0,,99.0
Liliya Shakirova,1,0,1,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,-1,0,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,64.0,65.0,34.3,0.0,,99.0
Stefan Struve,24,13,11,0.5416666666666666,5,6,2,8,0,3,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.8461538461538461,-1,4,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,83.0,84.0,38.0,0.0,,99.0
Alexander Yakovlev,9,3,6,0.3333333333333333,1,1,1,0,2,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-2,2,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,75.0,74.0,41.6,1.0,,99.0
James Krause,13,9,4,0.6923076923076923,3,2,4,1,0,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.5555555555555556,1,6,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,74.0,73.0,39.7,0.0,,99.0
John Phillips,6,1,5,0.16666666666666666,1,0,0,0,3,2,1.0,0.0,0.0,1.0,-3,1,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,71.0,75.0,40.7,1.0,,99.0
Gadzhimurad Antigulov,6,2,4,0.3333333333333333,0,2,0,3,1,0,0.0,1.0,0.0,1.0,2,2,2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,71.0,70.0,39.0,0.0,,99.0
Ali AlQaisi,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,66.0,68.0,35.4,0.0,,99.0
Dequan Townsend,4,0,4,0.0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,-4,0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,75.0,79.0,39.8,0.0,,99.0
Jessin Ayari,4,1,3,0.25,0,0,1,1,0,2,0.0,0.0,1.0,0.0,1,1,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,72.0,73.0,33.7,0.0,,99.0
Diego Sanchez,32,19,13,0.59375,6,0,12,4,0,9,0.3157894736842105,0.0,0.631578947368421,0.3157894736842105,6,6,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,70.0,72.0,44.1,1.0,,99.0
Jeff Hughes,4,0,4,0.0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,-4,0,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0,74.0,77.0,37.8,0.0,,99.0
Khadis Ibragimov,4,0,4,0.0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,-4,0,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3,75.0,78.0,30.7,0.0,,99.0
Mirsad Bektic,10,6,4,0.6,2,1,3,2,1,1,0.3333333333333333,0.16666666666666666,0.5,0.5,4,4,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,68.0,70.0,35.0,0.0,,99.0
Mara Romero Borella,7,2,5,0.2857142857142857,0,1,1,1,2,2,0.0,0.5,0.5,0.5,1,1,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,66.0,69.0,39.7,0.0,,99.0
Irwin Rivera,3,1,2,0.3333333333333333,0,0,1,0,0,2,0.0,0.0,1.0,0.0,-1,1,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0,66.0,67.0,37.0,1.0,,99.0
Brok Weaver,3,1,2,0.3333333333333333,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,72.0,73.0,34.2,1.0,,99.0
Anthony Ivy,2,0,2,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,-2,0,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,74.0,74.0,36.1,0.0,,99.0
Zelim Imadaev,3,0,3,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,-3,0,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0,72.0,76.0,31.1,0.0,,99.0
